Country,5/14/15,5/15/15,5/18/15,5/19/15,5/20/15,5/21/15,5/22/15,5/25/15,5/26/15,5/27/15,5/28/15,5/29/15,6/1/15,6/2/15,6/3/15,6/4/15,6/5/15,6/8/15,6/9/15,6/10/15,6/11/15,6/12/15,6/15/15,6/16/15,6/17/15,6/18/15,6/19/15,6/22/15,6/23/15,6/24/15,6/25/15,6/26/15,6/29/15,6/30/15,7/1/15,7/2/15,7/3/15,7/6/15,7/7/15,7/8/15,7/9/15,7/10/15,7/13/15,7/14/15,7/15/15,7/16/15,7/17/15,7/20/15,7/21/15,7/22/15,7/23/15,7/24/15,7/27/15,7/28/15,7/29/15,7/30/15,7/31/15,8/3/15,8/4/15,8/5/15,8/6/15,8/7/15,8/10/15,8/11/15,8/12/15,8/13/15,8/14/15,8/17/15,8/18/15,8/19/15,8/20/15,8/21/15,8/24/15,8/25/15,8/26/15,8/27/15,8/28/15,8/31/15,9/1/15,9/2/15,9/3/15,9/4/15,9/7/15,9/8/15,9/9/15,9/10/15,9/11/15,9/14/15,9/15/15,9/16/15,9/17/15,9/18/15,9/21/15,9/22/15,9/23/15,9/24/15,9/25/15,9/28/15,9/29/15,9/30/15,10/1/15,10/2/15,10/5/15,10/6/15,10/7/15,10/8/15,10/9/15,10/13/15,10/15/15,10/16/15,10/20/15,10/22/15,10/23/15,10/26/15,10/27/15,10/29/15,10/30/15,11/3/15,11/5/15,11/6/15,11/10/15,11/11/15,11/12/15,11/16/15,11/17/15,11/20/15,11/24/15,11/26/15,12/1/15,12/2/15,12/3/15,12/9/15,12/10/15,12/11/15,12/15/15,12/16/15,12/17/15,12/22/15,12/23/15,12/29/15,3/23/16
Italy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
